category	group	pg_key	per_chat	type	widget	save_fn	api_route	storage	runtime_consumer	read_fn	status
limits	limits_summary	limits.max_summary_parts	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
content	content_media	content.media_public_base_url	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	info_service/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
content	content_media	content.media_share_dir	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	info_service/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_video_summary	limits.media_share_max_mb	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
keys	keys_media	keys.media_share_secret	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
limits	limits_video_summary	limits.media_share_ttl_seconds	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_memory	reactions.memory_backup_dir	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_memory	flags.memory_backup_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_memory	limits.memory_backup_hour	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_memory	limits.memory_backup_keep	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_memory	limits.memory_commands_remember_ttl_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_memory	flags.memory_commands_user_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_mimic	limits.mimic_cooldown	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_permsoc	flags.mimic_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_media	flags.mimic_forwards_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_mimic	limits.mimic_min_words	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_mimic	reactions.mimic_victim_user_ids	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_aggressiveness	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_cooldown_hours	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_golden_min_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_golden_min_importance	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_hint_max_chars	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_layer_a_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_layer_a_max_hints	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_max_per_day	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_max_send_chars	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_min_silence_minutes	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_pause_hours	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_quiet_end_hour	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_quiet_start_hour	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_tick_minutes	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_unanswered_max	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_nostalgia	memory.nostalgia_year_back_days_window	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_media	flags.olya_always_send	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_media	flags.olya_caption_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_media	flags.olya_caption_mention_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_olya	reactions.olya_caption_text	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_media_permsoc	limits.olya_cooldown	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_permsoc	flags.olya_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_olya	reactions.olya_media_base	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_olya	reactions.olya_media_type	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_media	flags.olya_repost_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_olya	reactions.olya_saveasbot_channel_ids	true	json		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_olya	reactions.olya_saveasbot_user_ids	true	json		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_olya	reactions.olya_user_id	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
keys	keys_openrouter	keys.openrouter_api_key	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
models	models_video_summary	models.openrouter_display_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.openrouter_timeout	false	float		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.openrouter_transcribe_display_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
flags	flags_permsoc	flags.permsoc_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_memory	flags.persona_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_memory	limits.rag_stale_after_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_acquaintance_min_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_acquaintance_min_msg	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_api_max_users	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_decay_half_life_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_downgrade_msg_30d	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_hold_absent_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_inject_max_chars	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_recalc_ttl_minutes	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_regular_min_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_regular_min_msg	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_scan_max_rows	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_stage_change_min_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_relations	flags.relations_tone_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_veteran_min_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_relations	limits.relations_veteran_min_msg	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_chat	limits.running_summary_ttl_minutes	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_search	limits.search_context_messages	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_search	limits.search_cooldown_seconds	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_module_search	flags.search_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_search	limits.search_max_symbols	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_module_search	flags.search_rerank_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_media_permsoc	limits.selfdev_cooldown	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_media_permsoc	limits.slavic_photo_interval	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_slavik	reactions.slavic_photo_path	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_slavik	reactions.slavic_random_dir	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_permsoc	flags.slavik_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_mimic	limits.slavik_mimic_cooldown	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_mimic	limits.slavik_mimic_min_words	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_slavik	reactions.slavik_user_id	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_chat	limits.smartmodule_concurrency_per_chat	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_chat	limits.smartmodule_concurrency_wait_seconds	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_smart_cache	flags.smart_cache_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_smart_cache	limits.smart_cache_max_rows	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_smart_cache	limits.smart_cache_ttl_seconds	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_transcribe	limits.stt_groq_max_upload_mb	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_transcribe	limits.stt_openrouter_max_upload_mb	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_summary	flags.summary_admin_only	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_user_aliases	limits.summary_aliases	true	json	keyvalue	saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_summary	limits.summary_chunk_delay	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_summary	limits.summary_compress_batch	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_module_summary	flags.summary_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_summary	limits.summary_max_context_chars	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_summary	limits.summary_max_context_tokens	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_summary	limits.summary_max_message_chars	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_memory	limits.summary_max_window_messages	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.summary_rag_l2_limit	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.summary_rag_l3_limit	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_summary	limits.summary_retry_once_pause	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_summary	flags.summary_streaming_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_summary	limits.summary_stream_edit_interval_group	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_summary	limits.summary_stream_edit_interval_private	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_summary	reactions.summary_target_chat_ids	true	json		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_summary	limits.summary_throttle_seconds	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_summary	limits.summary_timezone	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_memory	limits.summary_window_hours	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
keys	keys_search	keys.tavily_api_key	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
flags	flags_throttle	flags.throttle_persistent_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
models	models_embeddings	models.tokenizer_encoding	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_embeddings	models.token_safety_multiplier	false	float		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
flags	flags_chat_behavior	flags.typing_indicator_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_chat_behavior	limits.typing_interval_seconds	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_word_reactions	reactions.vasya_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_memory	flags.vec_int8_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
models	models_video_summary	models.video_fallback_model	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_video_summary	models.video_primary_model	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
limits	limits_transcribe	limits.video_stt_timeout_seconds	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_module_video_summary	flags.video_summary_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
