internal_key	display_name	description	data_type	current_value	default_value	scope	inheritance	read_api	write_api	validation	permissions	category	group	per_chat	secret	hidden	ui_visibility	widget	storage	runtime_consumer	read_fn	status
limits.slavik_mimic_cooldown	Кулдаун мимикрии Славика, сек	Пауза между передразниваниями Славика. Больше — реже мимикрия.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_mimic	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.slavik_mimic_min_words	Мин. слов для мимикрии Славика	Минимальная длина сообщения для мимикрии Славика. Больше — реже мимикрия.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_mimic	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.smart_cache_max_rows	Потолок строк smart_cache	Сколько готовых ответов максимум хранить. Больше — больше попаданий, но тяжелее.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_smart_cache	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.smart_cache_ttl_seconds	Срок жизни умного кэша, сек	Сколько хранить готовый ответ на повторный вопрос. Больше — быстрее отвечает, но память засоряется.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_smart_cache	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.smartmodule_concurrency_per_chat	Одновременных запросов нейросети на чат	Сколько генераций одного чата могут выполняться одновременно; 1 = строгая очередь (как раньше).	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.smartmodule_concurrency_wait_seconds	Ожидание слота генерации (smart module), сек	Сколько ждать свободный слот в поиске/фактчеке/ютубе/вебе/чекапе. Больше — терпеливее, но дольше тишина.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.stt_groq_max_upload_mb	Потолок загрузки в Groq, МБ	Файл больше Groq-стратегия пропускается (лимит upload). Больше — риск HTTP 400.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_transcribe	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.stt_openrouter_max_upload_mb	Потолок загрузки в OpenRouter, МБ	Файл больше OpenRouter-стратегия пропускается (base64 input_audio). Больше — риск HTTP 400.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_transcribe	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_aliases	Словарь алиасов имён	Как бот обращается к людям: алиас → имя → никнейм. Пары ID → имя — например {"138811255": "Леха"}.	json	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	json	view: role-matrix; edit: local_admin/global_admin	limits	limits_user_aliases	true	false	false	visible	keyvalue	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_chunk_delay	Пауза между чанками саммари, сек	Пауза между частями длинного пересказа. Больше — мягче для лимитов, дольше ответ.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_compress_batch	Сколько сообщений сжимать за раз	Сколько сообщений сжимается за раз. Больше — быстрее, но грубее.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_filter_burst_window_seconds	Окно временного всплеска, сек	Промежуток, в котором сообщения считаются всплеском активности.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary_filter	true	false	false	visible	-	bot_settings + chat_profiles.chat_params.overrides	ConfigCache / hot.get|get_chat_param	hot.get|get_chat_param	new
limits.summary_filter_context_max_messages	Лимит восстановленного контекста	Максимум сообщений, добавляемых при восстановлении контекста.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary_filter	true	false	false	visible	-	bot_settings + chat_profiles.chat_params.overrides	ConfigCache / hot.get|get_chat_param	hot.get|get_chat_param	new
limits.summary_filter_context_neighbors	Ближайших контекстных сообщений	Сколько соседних сообщений восстанавливать вокруг важного. Используется восстановлением контекста.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary_filter	true	false	false	visible	-	bot_settings + chat_profiles.chat_params.overrides	ConfigCache / hot.get|get_chat_param	hot.get|get_chat_param	new
limits.summary_filter_min_burst_density	Минимальная плотность всплеска	Сколько сообщений в окне всплеска нужно, чтобы считать его всплеском.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary_filter	true	false	false	visible	-	bot_settings + chat_profiles.chat_params.overrides	ConfigCache / hot.get|get_chat_param	hot.get|get_chat_param	new
limits.summary_filter_min_weight	Минимальный вес сообщения	Сколько баллов нужно, чтобы сообщение попало в пересказ. 0 — сохранять всё.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary_filter	true	false	false	visible	-	bot_settings + chat_profiles.chat_params.overrides	ConfigCache / hot.get|get_chat_param	hot.get|get_chat_param	new
limits.summary_filter_min_words_for_bonus	Минимальная длина для бонуса (слов)	Сообщения длиннее этого числа слов получают дополнительный балл.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary_filter	true	false	false	visible	-	bot_settings + chat_profiles.chat_params.overrides	ConfigCache / hot.get|get_chat_param	hot.get|get_chat_param	new
limits.summary_max_context_chars	Потолок текста для нейросети (символов)	Потолок текста, отдаваемого нейросети. Больше — точнее, но дороже и медленнее.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_max_context_tokens	Потолок контекста пересказа, слов	Максимальный размер пересказа. Больше — полнее, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_max_message_chars	Макс. длина одного сообщения (символов)	Максимальная длина одного сообщения в пересказе. Больше — учитываются длинные сообщения.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_max_window_messages	Сколько сообщений берётся в пересказ	Сколько сообщений максимум берётся в пересказ. Больше — полнее, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_memory	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_rag_l2_limit	Сколько фактов памяти берётся (средний уровень)	Сколько фактов памяти берётся на втором уровне. Больше — контекстнее, дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_graph	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_rag_l3_limit	Сколько фактов памяти берётся (глубокий уровень)	Сколько фактов памяти берётся на третьем уровне. Больше — точнее, дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_graph	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_retry_once_pause	Пауза повтора генерации, сек	Пауза перед повторной попыткой, если пересказ не удался. Больше — терпеливее.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_stream_edit_interval_group	Темп стрим-правок (группа)	Как часто обновлять пересказ в группе. Меньше — живее, но больше правок.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_stream_edit_interval_private	Темп стрим-правок (приват)	Как часто обновлять пересказ в личной переписке. Меньше — живее, но больше правок.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_throttle_seconds	Троттлинг /summary, сек	Минимальная пауза между запросами пересказа. Больше — реже можно просить.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_timezone	Часовой пояс саммари	Часовой пояс для границ дня пересказа. Меняется, если бот в другом поясе.	str	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	str	view: role-matrix; edit: local_admin/global_admin	limits	limits_summary	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.summary_window_hours	Окно генерации саммари, часов	За какой период брать сообщения для пересказа. Больше — шире охват, но дороже.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_memory	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.typing_interval_seconds	Интервал «печатает…», сек	Как часто обновлять индикатор «печатает…». Меньше — живее, но больше запросов.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_behavior	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.video_stt_timeout_seconds	Таймаут расшифровки видео, сек	Сколько ждать ОДНУ стратегию распознавания для видео-файлов (перекрывает Groq/OpenRouter таймауты). Голосовые не трогает.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_transcribe	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.video_summary_min_chars	Мин. символов транскрипта для выжимки	Короче транскрипта выжимка не строится — честная фраза «нет речи». Больше — строже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_video_summary	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.video_transcribe_max_duration_seconds	Макс. длительность видео для расшифровки, сек	Видео длиннее не расшифровывается. Telegram отдаёт длительность для видео-сообщений; у документов проверки длительности нет.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_transcribe	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.video_transcribe_max_size_mb	Макс. размер видео для расшифровки, МБ	Видео больше этого размера по командам „транскрипт/че за видос/…” не расшифровывается. Проверяется по file_size ДО скачивания.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_transcribe	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.voice_max_duration_seconds	Макс. длительность войса, сек	Длиннее этого войса не расшифровываются. Больше — длиннее можно.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_transcribe	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.webpage_cooldown_seconds	Кулдаун веб-страниц, сек	Пауза между пересказами страниц. Больше — бот реже пересказывает.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_web	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.webpage_max_symbols	Лимит веб-страниц, символов	Максимальная длина пересказа страницы. Больше — подробнее, но дольше и дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_web	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.work_cooldown	Кулдаун work, сек	Пауза между ответами на «устал» и подобные. Больше — реже реакции.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_media_permsoc	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.worker_budget_jitter_minutes	Фон: разброс тиков, минут	Случайный сдвиг тиков фоновых воркеров (≤ интервал/3).	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_worker	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.worker_budget_tz	Фон: таймзона дня бюджетов	Локальная таймзона, в которой считаются сутки бюджета фоновых воркеров (по умолчанию Asia/Yekaterinburg).	str	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	str	view: role-matrix; edit: local_admin/global_admin	limits	limits_worker	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.worker_daily_llm_calls_global	Фон: дневной потолок вызовов нейросети (все чаты)	Общий суточный запас вызовов фоновых воркеров (сон, ностальгия, лор). Исчерпан — отключаются по приоритету.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_worker	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.worker_daily_llm_calls_per_chat	Фон: дневной потолок вызовов нейросети (чат)	Суточный запас вызовов фоновых воркеров для одного чата (по умолчанию 60). 0 — фоновый расход чата запрещён; −1 — безлимит.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_worker	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.worker_daily_llm_tokens_global	Фон: дневной потолок слов (все чаты)	Общий суточный запас текста для фоновых воркеров.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_worker	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.worker_daily_llm_tokens_per_chat	Фон: дневной потолок слов (чат)	Суточный запас текста фоновых воркеров для одного чата (по умолчанию 300 000). 0 — расход запрещён; −1 — безлимит.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_worker	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.worker_priority_order	Фон: порядок деградации воркеров	Порядок приоритетов: последний падает первым (по умолчанию nostalgia,lore,dream → первым падает dream). CSV имён воркеров.	str	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	str	view: role-matrix; edit: local_admin/global_admin	limits	limits_worker	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.youtube_cooldown_seconds	Кулдаун YouTube, сек	Пауза между пересказами видео. Больше — бот реже пересказывает.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_youtube	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.youtube_max_symbols	Лимит YouTube, символов	Максимальная длина пересказа видео. Больше — подробнее, но дольше и дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_youtube	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.youtube_transcript_proxy_domain	Домен прокси-оверрайда	Домен прокси, если используете не Webshare. Пусто — берётся стандартный.	str	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	str	view: role-matrix; edit: local_admin/global_admin	limits	limits_youtube_proxy	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.youtube_transcript_proxy_locations	CSV-коды стран Webshare	Коды стран для прокси (например, de,us) — трафик будет выходить оттуда. Пусто — без ограничений.	str	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	str	view: role-matrix; edit: local_admin/global_admin	limits	limits_youtube_proxy	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.youtube_transcript_proxy_port	Порт прокси-оверрайда	Порт прокси, если используете не Webshare. Пусто — берётся стандартный.	str	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	str	view: role-matrix; edit: local_admin/global_admin	limits	limits_youtube_proxy	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.youtube_transcript_proxy_retries	Повторы при блокировке (Webshare)	Сколько раз повторять запрос субтитров, если прокси заблокировали. Больше — надёжнее, но медленнее.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_youtube_proxy	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
local_bot_api_url	URL локального telegram-bot-api	-	str	runtime	-	global(infra)	n/a	нет API (env-only)	нет API (env-only)	n/a (env)	n/a (env-only)	infra	-	false	false	false	api-only	-	env/.env	ConfigCache / hot.get|get_chat_param	hot.get|get_chat_param	new
log_ring_max_entries	Размер ring-buffer логов	-	int	runtime	-	global(infra)	n/a	нет API (env-only)	нет API (env-only)	n/a (env)	n/a (env-only)	infra	-	false	false	false	api-only	-	env/.env	ConfigCache / hot.get|get_chat_param	hot.get|get_chat_param	new
logtail_source_token	Logtail source token	-	str	{configured,last4}	{configured,last4}	global(infra)	n/a	нет API (env-only)	нет API (env-only)	n/a (env)	n/a (env-only)	infra	-	false	true	false	api-only	-	env/.env	ConfigCache / hot.get|get_chat_param	hot.get|get_chat_param	new
media_base	Корневая папка медиа	-	str	runtime	-	global(infra)	n/a	нет API (env-only)	нет API (env-only)	n/a (env)	n/a (env-only)	infra	-	false	false	false	api-only	-	env/.env	ConfigCache / hot.get|get_chat_param	hot.get|get_chat_param	new
memory.deep_sleep_hour	Глубокий сон: час запуска (local)	Час запуска, если выбран триггер «своё время» (7). Часовой пояс — общий для фоновых воркеров.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	memory	memory_dream	true	false	false	visible	-	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory.deep_sleep_trigger	Глубокий сон: триггер запуска	Когда запускать глубокий сон: «после сна» (сразу после успешного обычного сна) или «своё время» (в указанный час local).	str	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	str; one-of[after_sleep|fixed]	view: role-matrix; edit: local_admin/global_admin	memory	memory_dream	true	false	false	visible	select	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
